Job ID,Job Title,Salary,Skills,Location,Years of Experience,Company Name,Mode of Work,skills_tokens,job_title_tokens
898,Senior Web Developer,$146074,"Web Performance Optimization, Node.js, Security Practices, CSS, Angular","Worcester, MA",6,DataDriven Insights,Onsite,"[101, 4773, 2836, 20600, 1010, 13045, 1012, 1046, 2015, 1010, 3036, 6078, 1010, 20116, 2015, 1010, 16108, 102]","[101, 3026, 4773, 9722, 102]"
899,Senior Data Scientist,$242327,"Spark, Keras, Statistical Analysis","Providence, RI",14,Innovative Tech Solutions,Onsite,"[101, 12125, 1010, 17710, 8180, 1010, 7778, 4106, 102]","[101, 3026, 2951, 7155, 102]"
900,Senior 3D Animator,$229884,"Motion Capture, Visual Effects, Animation Software, Texturing, Character Animation","Charlotte, NC",15,New Dawn Technologies,Remote,"[101, 4367, 5425, 1010, 5107, 3896, 1010, 7284, 4007, 1010, 3793, 12228, 1010, 2839, 7284, 102]","[101, 3026, 7605, 25132, 102]"
901,Video Game Designer,$53215,"User Interface Design, Game Development Engines, Player Psychology","Salt Lake City, UT",5,Marble Media,Hybrid,"[101, 5310, 8278, 2640, 1010, 2208, 2458, 5209, 1010, 2447, 6825, 102]","[101, 2678, 2208, 5859, 102]"
902,Microsoft CRM Developer,$121030,"Integration Services, Automated Testing, Azure, PowerApps, Javascript","Albany, NY",3,Golden Ratio Enterprises,Remote,"[101, 8346, 2578, 1010, 12978, 5604, 1010, 24296, 1010, 2373, 29098, 2015, 1010, 9262, 22483, 102]","[101, 7513, 13675, 2213, 9722, 102]"
903,AI Research Scientist,$82674,"Natural Language Processing, TensorFlow, Reinforcement Learning, AI Ethics","Davenport, IA",4,Catalyst Creations,Hybrid,"[101, 3019, 2653, 6364, 1010, 23435, 12314, 1010, 23895, 4083, 1010, 9932, 9615, 102]","[101, 9932, 2470, 7155, 102]"
904,Senior Data Scientist,$170791,"Statistical Analysis, Python, Hadoop","Missoula, MT",13,Lighthouse Logistics,Hybrid,"[101, 7778, 4106, 1010, 18750, 1010, 2018, 18589, 102]","[101, 3026, 2951, 7155, 102]"
905,Public Health Official,$130304,"Disease Prevention, Public Policy, Health Promotion Programs, Public Health Surveillance, Epidemiology","Burlington, VT",5,Solar Flare Studios,Remote,"[101, 4295, 9740, 1010, 2270, 3343, 1010, 2740, 4712, 3454, 1010, 2270, 2740, 9867, 1010, 4958, 5178, 4328, 6779, 102]","[101, 2270, 2740, 2880, 102]"
906,Senior Systems Analyst,$244259,"SAP, Troubleshooting, Networking, Cloud Computing","Shreveport, LA",12,Aurora Analytics,Hybrid,"[101, 20066, 1010, 13460, 23416, 2075, 1010, 14048, 1010, 6112, 9798, 102]","[101, 3026, 3001, 12941, 102]"
907,Senior Network Administrator,$94596,"Linux, Cloud Computing, Firewall Management, Windows Server","Mesa, AZ",8,NextGen Developers,Hybrid,"[101, 11603, 1010, 6112, 9798, 1010, 2543, 9628, 2968, 1010, 3645, 8241, 102]","[101, 3026, 2897, 8911, 102]"
908,Cloud Solutions Architect,$110854,"Google Cloud, Cloud Migration, Kubernetes, Docker, Serverless Architectures","Aurora, CO",5,Pioneer Works,Hybrid,"[101, 8224, 6112, 1010, 6112, 9230, 1010, 13970, 5677, 7159, 2229, 1010, 8946, 2121, 1010, 8241, 3238, 4294, 2015, 102]","[101, 6112, 7300, 4944, 102]"
909,Senior Technical Writer,$203916,"Proofreading, Technical Documentation, Technical Diagrams","Tucson, AZ",14,AstroTech,Onsite,"[101, 6947, 16416, 4667, 1010, 4087, 12653, 1010, 4087, 26309, 102]","[101, 3026, 4087, 3213, 102]"
910,Data Engineer,$70705,"Data Warehousing, Python, SQL, Real-time Data Processing, Data Pipeline Construction","Miami, FL",0,Nova Enterprises,Onsite,"[101, 2951, 16283, 6806, 18161, 1010, 18750, 1010, 29296, 1010, 2613, 1011, 2051, 2951, 6364, 1010, 2951, 13117, 2810, 102]","[101, 2951, 3992, 102]"
911,Real Estate Agent,$81718,"Leasing Agreements, Property Appraisal, Negotiation, Real Estate Marketing","Huntington, WV",1,DevStudios,Remote,"[101, 26707, 10540, 1010, 3200, 10439, 14995, 12002, 1010, 19905, 1010, 2613, 3776, 5821, 102]","[101, 2613, 3776, 4005, 102]"
912,Senior Human Resources Manager,$234068,"Compliance, HR Policies, Diversity and Inclusion","Columbus, OH",10,Gemini Solutions,Onsite,"[101, 12646, 1010, 17850, 6043, 1010, 8906, 1998, 10502, 102]","[101, 3026, 2529, 4219, 3208, 102]"
913,Senior Database Developer,$185460,"MySQL, Oracle, Cassandra, SQL Server, Data Warehousing","Cranston, RI",12,Orion Solutions,Remote,"[101, 2026, 2015, 4160, 2140, 1010, 14721, 1010, 15609, 1010, 29296, 8241, 1010, 2951, 16283, 6806, 18161, 102]","[101, 3026, 7809, 9722, 102]"
914,Senior Database Developer,$209015,"ETL Processes, Database Design, MySQL","Morgantown, WV",12,Ethereal Arts,Onsite,"[101, 3802, 2140, 6194, 1010, 7809, 2640, 1010, 2026, 2015, 4160, 2140, 102]","[101, 3026, 7809, 9722, 102]"
915,Senior Web Developer,$185570,"Security Practices, JavaScript, Angular, React, Node.js","New Orleans, LA",12,Emerald Enterprises,Onsite,"[101, 3036, 6078, 1010, 9262, 22483, 1010, 16108, 1010, 10509, 1010, 13045, 1012, 1046, 2015, 102]","[101, 3026, 4773, 9722, 102]"
916,Senior Graphic Designer,$53718,"Sketch, Color Theory, Print Design, Animation, Web Design","Norfolk, VA",8,Golden Ratio Enterprises,Onsite,"[101, 11080, 1010, 3609, 3399, 1010, 6140, 2640, 1010, 7284, 1010, 4773, 2640, 102]","[101, 3026, 8425, 5859, 102]"
917,Senior Mobile App Developer,$231384,"iOS Development, Firebase, Cross-Platform Development","West Valley City, UT",12,GreenTech Innovations,Remote,"[101, 16380, 2458, 1010, 2543, 15058, 1010, 2892, 1011, 4132, 2458, 102]","[101, 3026, 4684, 10439, 9722, 102]"
918,Senior Corporate Lawyer,$164904,"Securities Regulation, Corporate Finance Law, Corporate Governance, Intellectual Property","Minneapolis, MN",12,Twilight Technologies,Onsite,"[101, 12012, 7816, 1010, 5971, 5446, 2375, 1010, 5971, 10615, 1010, 7789, 3200, 102]","[101, 3026, 5971, 5160, 102]"
919,Senior Corporate Lawyer,$241410,"Corporate Governance, Litigation, Contract Law","Fargo, ND",10,GreenLeaf Technologies,Onsite,"[101, 5971, 10615, 1010, 15382, 1010, 3206, 2375, 102]","[101, 3026, 5971, 5160, 102]"
920,Senior Environmental Scientist,$229541,"Conservation Strategies, Pollution Control, Sustainability","Columbus, OH",11,SalesForce,Remote,"[101, 5680, 9942, 1010, 10796, 2491, 1010, 15169, 102]","[101, 3026, 4483, 7155, 102]"
921,Senior Corporate Lawyer,$174754,"Litigation, Labor Law, Dispute Resolution, Compliance","Olympia, WA",15,Zephyr Innovations,Remote,"[101, 15382, 1010, 4450, 2375, 1010, 7593, 5813, 1010, 12646, 102]","[101, 3026, 5971, 5160, 102]"
922,Environmental Scientist,$66246,"Conservation Strategies, Pollution Control, Ecology, Environmental Impact Analysis","Greenville, SC",1,Quantum Solutions,Onsite,"[101, 5680, 9942, 1010, 10796, 2491, 1010, 13517, 1010, 4483, 4254, 4106, 102]","[101, 4483, 7155, 102]"
923,Fintech Analyst,$80870,"Blockchain, Cryptocurrency Analysis, Machine Learning, Regulatory Knowledge","Trenton, NJ",0,DevStudios,Hybrid,"[101, 3796, 24925, 2078, 1010, 19888, 10085, 3126, 7389, 5666, 4106, 1010, 3698, 4083, 1010, 10738, 3716, 102]","[101, 10346, 15007, 12941, 102]"
924,Senior Database Developer,$203990,"Oracle, Performance Tuning, SQL Server","Mesa, AZ",14,Streamline Studios,Onsite,"[101, 14721, 1010, 2836, 17372, 1010, 29296, 8241, 102]","[101, 3026, 7809, 9722, 102]"
925,Logistics Coordinator,$86856,"Logistics Software, Inventory Management, Freight Management, Supply Chain Optimization, Shipping","Tallahassee, FL",5,Digital Dynamo,Remote,"[101, 12708, 4007, 1010, 12612, 2968, 1010, 8441, 2968, 1010, 4425, 4677, 20600, 1010, 7829, 102]","[101, 12708, 10669, 102]"
926,Senior Software Developer,$75265,"TypeScript, PHP, AWS Lambda, Cloud Services","Frankfort, KY",8,Celestial Systems,Hybrid,"[101, 4127, 23235, 1010, 25718, 1010, 22091, 2015, 23375, 1010, 6112, 2578, 102]","[101, 3026, 4007, 9722, 102]"
927,Data Scientist,$42231,"R, Data Analysis, Machine Learning, Big Data Technologies","Boston, MA",3,Future Horizons,Hybrid,"[101, 1054, 1010, 2951, 4106, 1010, 3698, 4083, 1010, 2502, 2951, 6786, 102]","[101, 2951, 7155, 102]"
928,Systems Analyst,$92264,"System Architecture, Oracle Applications, Networking, ERP Systems, SQL","Montgomery, AL",0,Catalyst Creations,Remote,"[101, 2291, 4294, 1010, 14721, 5097, 1010, 14048, 1010, 9413, 2361, 3001, 1010, 29296, 102]","[101, 3001, 12941, 102]"
929,SEO Consultant,$89093,"Content Optimization, SEO, Search Engine Algorithms, SEO Strategy","Overland Park, KS",2,DataDriven Insights,Remote,"[101, 4180, 20600, 1010, 27457, 1010, 3945, 3194, 13792, 1010, 27457, 5656, 102]","[101, 27457, 8930, 102]"
930,Real Estate Agent,$41416,"Real Estate Economics, Sales, Property Appraisal","Trenton, NJ",2,Ironclad Tech,Onsite,"[101, 2613, 3776, 5543, 1010, 4341, 1010, 3200, 10439, 14995, 12002, 102]","[101, 2613, 3776, 4005, 102]"
931,Senior Logistics Coordinator,$78784,"Warehouse Operations, Freight Management, Supply Chain Optimization, Inventory Management, Logistics Software","Orlando, FL",8,Guardian Tech,Remote,"[101, 9746, 3136, 1010, 8441, 2968, 1010, 4425, 4677, 20600, 1010, 12612, 2968, 1010, 12708, 4007, 102]","[101, 3026, 12708, 10669, 102]"
932,Senior Biomedical Engineer,$92931,"Biomedical Devices, Medical Imaging, Healthcare Technologies, Biomaterials","Fayetteville, AR",6,Springboard Solutions,Onsite,"[101, 20906, 5733, 1010, 2966, 12126, 1010, 9871, 6786, 1010, 16012, 8585, 14482, 2015, 102]","[101, 3026, 20906, 3992, 102]"
933,Senior Software Developer,$198213,"GraphQL, DevOps Practices, Containerization","Raleigh, NC",9,CodeCrafters,Hybrid,"[101, 10629, 4160, 2140, 1010, 16475, 11923, 6078, 1010, 11661, 3989, 102]","[101, 3026, 4007, 9722, 102]"
934,Data Security Analyst,$67914,"Data Privacy, Encryption, Security Operations","Knoxville, TN",2,Innovative Tech Solutions,Remote,"[101, 2951, 9394, 1010, 21999, 1010, 3036, 3136, 102]","[101, 2951, 3036, 12941, 102]"
935,Senior Human Resources Manager,$195539,"Benefits Administration, HR Policies, Employee Relations, Performance Management, Recruitment","Sioux Falls, SD",12,CloudNet Systems,Remote,"[101, 6666, 3447, 1010, 17850, 6043, 1010, 7904, 4262, 1010, 2836, 2968, 1010, 15680, 102]","[101, 3026, 2529, 4219, 3208, 102]"
936,Senior Graphic Designer,$235614,"User Interface Design, Sketch, Photoshop","Pierre, SD",11,Nova Mechanics,Remote,"[101, 5310, 8278, 2640, 1010, 11080, 1010, 7760, 18471, 102]","[101, 3026, 8425, 5859, 102]"
937,Senior AI Research Scientist,$214794,"Natural Language Processing, Machine Learning, AI Model Optimization, AI Ethics, Python","Charleston, WV",15,AstroTech,Hybrid,"[101, 3019, 2653, 6364, 1010, 3698, 4083, 1010, 9932, 2944, 20600, 1010, 9932, 9615, 1010, 18750, 102]","[101, 3026, 9932, 2470, 7155, 102]"
938,Senior Public Health Official,$204475,"Biostatistics, Health Education, Community Health","Newark, NJ",14,Quantum Web Development,Onsite,"[101, 16012, 9153, 16774, 6558, 1010, 2740, 2495, 1010, 2451, 2740, 102]","[101, 3026, 2270, 2740, 2880, 102]"
939,Senior UX Designer,$71570,"Interaction Design, Accessibility Design, Responsive Design, User Research","Davenport, IA",7,Lighthouse Logistics,Onsite,"[101, 8290, 2640, 1010, 23661, 2640, 1010, 26651, 2640, 1010, 5310, 2470, 102]","[101, 3026, 1057, 2595, 5859, 102]"
940,Senior Graphic Designer,$84024,"Photoshop, User Interface Design, InDesign, Print Design","Madison, WI",6,Springboard Solutions,Remote,"[101, 7760, 18471, 1010, 5310, 8278, 2640, 1010, 27427, 2229, 23773, 1010, 6140, 2640, 102]","[101, 3026, 8425, 5859, 102]"
941,Senior Blockchain Developer,$131939,"DApp Development, Hyperledger, Ethereum, Solidity, Truffle Framework","Rapid City, SD",8,EcoSystems,Onsite,"[101, 4830, 9397, 2458, 1010, 23760, 3709, 4590, 1010, 28855, 14820, 1010, 5024, 3012, 1010, 19817, 16093, 21031, 7705, 102]","[101, 3026, 3796, 24925, 2078, 9722, 102]"
942,Cloud Solutions Architect,$131048,"Hybrid Cloud, Azure, AWS","Baton Rouge, LA",5,Urban Dynamics,Remote,"[101, 8893, 6112, 1010, 24296, 1010, 22091, 2015, 102]","[101, 6112, 7300, 4944, 102]"
943,Senior Biomedical Engineer,$182338,"Biomechanics, Biomolecular Engineering, Regenerative Medicine, Healthcare Technologies","Virginia Beach, VA",11,SpireTech,Hybrid,"[101, 16012, 4168, 14856, 6558, 1010, 16012, 5302, 2571, 15431, 3330, 1010, 19723, 24454, 8082, 4200, 1010, 9871, 6786, 102]","[101, 3026, 20906, 3992, 102]"
944,Cybersecurity Analyst,$48505,"Cybersecurity, Network Security, Intrusion Detection","Hilo, HI",5,Velvet Ventures,Remote,"[101, 16941, 3366, 10841, 15780, 1010, 2897, 3036, 1010, 24554, 10788, 102]","[101, 16941, 3366, 10841, 15780, 12941, 102]"
945,Senior Network Administrator,$241673,"Cybersecurity, Cisco Systems, Windows Server","Montgomery, AL",14,Lighthouse Logistics,Onsite,"[101, 16941, 3366, 10841, 15780, 1010, 26408, 3001, 1010, 3645, 8241, 102]","[101, 3026, 2897, 8911, 102]"
946,Senior SEO Consultant,$100052,"SEO Strategy, Webmaster Tools, Search Engine Algorithms, Content Marketing","Nashville, TN",8,WriteIt,Remote,"[101, 27457, 5656, 1010, 4773, 8706, 5906, 1010, 3945, 3194, 13792, 1010, 4180, 5821, 102]","[101, 3026, 27457, 8930, 102]"
947,Senior Data Engineer,$221186,"SQL, Data Integration, ETL Development","Albuquerque, NM",12,CloudNet Systems,Onsite,"[101, 29296, 1010, 2951, 8346, 1010, 3802, 2140, 2458, 102]","[101, 3026, 2951, 3992, 102]"
948,Senior DevOps Engineer,$206721,"CI/CD, Scripting, Automation Tools","Aurora, CO",13,Vortex Dynamics,Hybrid,"[101, 25022, 1013, 3729, 1010, 5896, 2075, 1010, 19309, 5906, 102]","[101, 3026, 16475, 11923, 3992, 102]"
949,Senior Network Administrator,$40619,"Windows Server, Linux, Firewall Management, Docker","Burlington, VT",8,UrbanTech,Hybrid,"[101, 3645, 8241, 1010, 11603, 1010, 2543, 9628, 2968, 1010, 8946, 2121, 102]","[101, 3026, 2897, 8911, 102]"
950,Senior UX Designer,$203010,"Accessibility Design, Interaction Design, InVision, Responsive Design","Huntsville, AL",9,Radiant Solutions,Hybrid,"[101, 23661, 2640, 1010, 8290, 2640, 1010, 1999, 17084, 1010, 26651, 2640, 102]","[101, 3026, 1057, 2595, 5859, 102]"
951,Senior Data Security Analyst,$98598,"Security Operations, Data Privacy, Information Security","New Orleans, LA",7,Crown Computing,Remote,"[101, 3036, 3136, 1010, 2951, 9394, 1010, 2592, 3036, 102]","[101, 3026, 2951, 3036, 12941, 102]"
952,Graphic Designer,$112566,"Adobe Suite, Illustrator, Photoshop, InDesign, User Interface Design","New York, NY",1,Zephyr Innovations,Remote,"[101, 18106, 7621, 1010, 13825, 1010, 7760, 18471, 1010, 27427, 2229, 23773, 1010, 5310, 8278, 2640, 102]","[101, 8425, 5859, 102]"
953,Senior Environmental Scientist,$43706,"Environmental Impact Analysis, Pollution Control, Water Quality Assessment, Environmental Analysis, GIS","West Valley City, UT",6,SalesForce,Onsite,"[101, 4483, 4254, 4106, 1010, 10796, 2491, 1010, 2300, 3737, 7667, 1010, 4483, 4106, 1010, 21025, 2015, 102]","[101, 3026, 4483, 7155, 102]"
954,Senior Database Developer,$170262,"Oracle, PostgreSQL, Database Design, Data Warehousing","Raleigh, NC",14,Lighthouse Logistics,Onsite,"[101, 14721, 1010, 2695, 17603, 2015, 4160, 2140, 1010, 7809, 2640, 1010, 2951, 16283, 6806, 18161, 102]","[101, 3026, 7809, 9722, 102]"
955,Biomedical Engineer,$104985,"Clinical Engineering, Regenerative Medicine, Tissue Engineering","Montgomery, AL",2,Crimson Technology,Onsite,"[101, 6612, 3330, 1010, 19723, 24454, 8082, 4200, 1010, 8153, 3330, 102]","[101, 20906, 3992, 102]"
956,Cybersecurity Analyst,$87724,"Cryptography, Malware Analysis, Firewalls, Ethical Hacking, Compliance","Columbia, SC",3,Momentum Technologies,Onsite,"[101, 19888, 9888, 1010, 15451, 8059, 4106, 1010, 2543, 9628, 2015, 1010, 12962, 23707, 1010, 12646, 102]","[101, 16941, 3366, 10841, 15780, 12941, 102]"
957,Senior Network Administrator,$195778,"Cisco Systems, Windows Server, Cybersecurity, Remote Support, Network Security","Honolulu, HI",9,MarketHigh,Hybrid,"[101, 26408, 3001, 1010, 3645, 8241, 1010, 16941, 3366, 10841, 15780, 1010, 6556, 2490, 1010, 2897, 3036, 102]","[101, 3026, 2897, 8911, 102]"
958,Senior Real Estate Agent,$169773,"Customer Service, Property Management, Real Estate Economics, Real Estate Marketing","Warwick, RI",15,AstroTech,Onsite,"[101, 8013, 2326, 1010, 3200, 2968, 1010, 2613, 3776, 5543, 1010, 2613, 3776, 5821, 102]","[101, 3026, 2613, 3776, 4005, 102]"
959,Senior Data Security Analyst,$122283,"Network Security, Information Security, Vulnerability Assessment, Encryption","San Francisco, CA",8,Rainbow Designs,Remote,"[101, 2897, 3036, 1010, 2592, 3036, 1010, 18130, 7667, 1010, 21999, 102]","[101, 3026, 2951, 3036, 12941, 102]"
960,Senior Microsoft CRM Developer,$80671,"SQL Server, Power BI, Integration Services","Cheyenne, WY",7,CloudNet Systems,Remote,"[101, 29296, 8241, 1010, 2373, 12170, 1010, 8346, 2578, 102]","[101, 3026, 7513, 13675, 2213, 9722, 102]"
961,Senior Real Estate Agent,$245111,"Leasing Agreements, Negotiation, Real Estate Marketing","Tulsa, OK",13,MarketHigh,Hybrid,"[101, 26707, 10540, 1010, 19905, 1010, 2613, 3776, 5821, 102]","[101, 3026, 2613, 3776, 4005, 102]"
962,Senior Mobile App Developer,$223854,"App Store Optimization, Kotlin, Cross-Platform Development, React Native, Mobile Development","Rockville, MD",11,SysWork,Remote,"[101, 10439, 3573, 20600, 1010, 12849, 19646, 2378, 1010, 2892, 1011, 4132, 2458, 1010, 10509, 3128, 1010, 4684, 2458, 102]","[101, 3026, 4684, 10439, 9722, 102]"
963,Senior Database Developer,$122186,"MongoDB, Oracle, MySQL, Performance Tuning","Rapid City, SD",8,New Dawn Technologies,Hybrid,"[101, 12256, 3995, 18939, 1010, 14721, 1010, 2026, 2015, 4160, 2140, 1010, 2836, 17372, 102]","[101, 3026, 7809, 9722, 102]"
964,Senior Technical Writer,$138918,"Online Help Systems, Content Management Systems, Technical Diagrams","Omaha, NE",7,Zephyr Innovations,Remote,"[101, 3784, 2393, 3001, 1010, 4180, 2968, 3001, 1010, 4087, 26309, 102]","[101, 3026, 4087, 3213, 102]"
965,Senior 3D Animator,$116180,"Animation Software, Animation, 3D Rendering, Character Animation, Rigging","Eugene, OR",7,NetSolutions,Remote,"[101, 7284, 4007, 1010, 7284, 1010, 7605, 14259, 1010, 2839, 7284, 1010, 19838, 4726, 102]","[101, 3026, 7605, 25132, 102]"
966,Senior Systems Analyst,$220794,"Project Management, Data Analysis, Oracle Applications","Frankfort, KY",14,Quantalytics,Onsite,"[101, 2622, 2968, 1010, 2951, 4106, 1010, 14721, 5097, 102]","[101, 3026, 3001, 12941, 102]"
967,3D Animator,$146690,"Storyboarding, 3D Rendering, Animation, Animation Software, Motion Capture","Baton Rouge, LA",1,TechBridge,Remote,"[101, 2466, 21172, 1010, 7605, 14259, 1010, 7284, 1010, 7284, 4007, 1010, 4367, 5425, 102]","[101, 7605, 25132, 102]"
968,Systems Analyst,$54605,"Linux, Information Security, Project Management, Data Analysis","Wilmington, DE",2,Springboard Solutions,Remote,"[101, 11603, 1010, 2592, 3036, 1010, 2622, 2968, 1010, 2951, 4106, 102]","[101, 3001, 12941, 102]"
969,Senior UX Designer,$162630,"InVision, Sketch, Responsive Design","Cleveland, OH",10,GoldenGate Tech,Hybrid,"[101, 1999, 17084, 1010, 11080, 1010, 26651, 2640, 102]","[101, 3026, 1057, 2595, 5859, 102]"
970,Senior Blockchain Developer,$238816,"Hyperledger, Truffle Framework, Token Economics, Solidity","Baltimore, MD",15,Titan Tech,Hybrid,"[101, 23760, 3709, 4590, 1010, 19817, 16093, 21031, 7705, 1010, 19204, 5543, 1010, 5024, 3012, 102]","[101, 3026, 3796, 24925, 2078, 9722, 102]"
971,Web Developer,$44993,"Node.js, JavaScript, CSS, Ruby on Rails","Newark, NJ",0,Future Horizons,Hybrid,"[101, 13045, 1012, 1046, 2015, 1010, 9262, 22483, 1010, 20116, 2015, 1010, 10090, 2006, 15168, 102]","[101, 4773, 9722, 102]"
972,UX Designer,$79289,"Accessibility Design, User Research, Photoshop, InVision","Tucson, AZ",2,Diamond Dynamics,Hybrid,"[101, 23661, 2640, 1010, 5310, 2470, 1010, 7760, 18471, 1010, 1999, 17084, 102]","[101, 1057, 2595, 5859, 102]"
973,Graphic Designer,$72394,"Illustrator, Typography, Figma, Adobe Suite, User Interface Design","Denver, CO",4,Vivid Visions,Onsite,"[101, 13825, 1010, 5939, 6873, 12565, 1010, 20965, 2863, 1010, 18106, 7621, 1010, 5310, 8278, 2640, 102]","[101, 8425, 5859, 102]"
974,Senior Marketing Specialist,$150819,"Facebook Ads, Content Creation, Email Marketing","Topeka, KS",14,Rainbow Designs,Remote,"[101, 9130, 14997, 1010, 4180, 4325, 1010, 10373, 5821, 102]","[101, 3026, 5821, 8325, 102]"
975,Public Health Official,$132879,"Health Promotion Programs, Disease Prevention, Biostatistics","Lewiston, ME",2,Nova Enterprises,Hybrid,"[101, 2740, 4712, 3454, 1010, 4295, 9740, 1010, 16012, 9153, 16774, 6558, 102]","[101, 2270, 2740, 2880, 102]"
976,Senior Systems Analyst,$117380,"System Architecture, SQL, Linux, Cloud Computing, Troubleshooting","Rochester, MN",8,Velvet Ventures,Remote,"[101, 2291, 4294, 1010, 29296, 1010, 11603, 1010, 6112, 9798, 1010, 13460, 23416, 2075, 102]","[101, 3026, 3001, 12941, 102]"
977,Senior Network Administrator,$220342,"Docker, Cybersecurity, Remote Support","New Haven, CT",11,Oasis Outsourcing,Onsite,"[101, 8946, 2121, 1010, 16941, 3366, 10841, 15780, 1010, 6556, 2490, 102]","[101, 3026, 2897, 8911, 102]"
978,Senior Real Estate Agent,$44664,"Property Law, Leasing Agreements, Negotiation","Los Angeles, CA",8,DataDriven Insights,Onsite,"[101, 3200, 2375, 1010, 26707, 10540, 1010, 19905, 102]","[101, 3026, 2613, 3776, 4005, 102]"
979,Foreign Language Translator,$133937,"Simultaneous Translation, Translation, Multilingual Communication","Topeka, KS",1,Guardian Tech,Remote,"[101, 17424, 5449, 1010, 5449, 1010, 4800, 2989, 8787, 4807, 102]","[101, 3097, 2653, 11403, 102]"
980,Senior Logistics Coordinator,$209807,"Supply Chain Optimization, Logistics Planning, Distribution Strategies","Indianapolis, IN",10,Solar Flare Studios,Onsite,"[101, 4425, 4677, 20600, 1010, 12708, 4041, 1010, 4353, 9942, 102]","[101, 3026, 12708, 10669, 102]"
981,Software Developer,$81553,"Containerization, Django, Black Box Testing, Vue.js","Houston, TX",2,Cascade Communications,Remote,"[101, 11661, 3989, 1010, 6520, 23422, 1010, 2304, 3482, 5604, 1010, 24728, 2063, 1012, 1046, 2015, 102]","[101, 4007, 9722, 102]"
982,Database Developer,$136832,"Microsoft Access, SQL Server, Cassandra, PostgreSQL","Huntington, WV",2,Starlight Media,Remote,"[101, 7513, 3229, 1010, 29296, 8241, 1010, 15609, 1010, 2695, 17603, 2015, 4160, 2140, 102]","[101, 7809, 9722, 102]"
983,Software Tester,$41544,"Selenium, Quality Assurance, Performance Testing, Security Testing","Olympia, WA",5,Pixel Graphics,Hybrid,"[101, 7367, 7770, 5007, 1010, 3737, 16375, 1010, 2836, 5604, 1010, 3036, 5604, 102]","[101, 4007, 3231, 2121, 102]"
984,Senior 3D Animator,$238326,"Animation Software, Character Animation, Motion Capture, 3D Modeling, 3D Rendering","Lincoln, NE",13,WriteIt,Onsite,"[101, 7284, 4007, 1010, 2839, 7284, 1010, 4367, 5425, 1010, 7605, 11643, 1010, 7605, 14259, 102]","[101, 3026, 7605, 25132, 102]"
985,Network Administrator,$50504,"Windows Server, Networking, Firewall Management, Linux","Newark, NJ",3,Mirage Media,Onsite,"[101, 3645, 8241, 1010, 14048, 1010, 2543, 9628, 2968, 1010, 11603, 102]","[101, 2897, 8911, 102]"
986,Senior Blockchain Developer,$233105,"Hyperledger, Token Economics, Cryptocurrency","Trenton, NJ",14,UrbanTech,Onsite,"[101, 23760, 3709, 4590, 1010, 19204, 5543, 1010, 19888, 10085, 3126, 7389, 5666, 102]","[101, 3026, 3796, 24925, 2078, 9722, 102]"
987,Senior Technical Writer,$155231,"Editing, Technical Diagrams, Markdown","Lexington, KY",10,Shadowfax Technologies,Remote,"[101, 9260, 1010, 4087, 26309, 1010, 2928, 7698, 102]","[101, 3026, 4087, 3213, 102]"
988,Senior Biomedical Engineer,$209492,"Healthcare Technologies, Medical Instrumentation, Biomedical Devices","Grand Rapids, MI",11,Radiant Solutions,Hybrid,"[101, 9871, 6786, 1010, 2966, 16015, 1010, 20906, 5733, 102]","[101, 3026, 20906, 3992, 102]"
989,Senior Cloud Solutions Architect,$240308,"Docker, AWS, Cloud Storage Solutions","Detroit, MI",9,Oasis Outsourcing,Hybrid,"[101, 8946, 2121, 1010, 22091, 2015, 1010, 6112, 5527, 7300, 102]","[101, 3026, 6112, 7300, 4944, 102]"
990,Microsoft CRM Developer,$78039,"Power BI, Javascript, Automated Testing","Billings, MT",3,Orion Solutions,Hybrid,"[101, 2373, 12170, 1010, 9262, 22483, 1010, 12978, 5604, 102]","[101, 7513, 13675, 2213, 9722, 102]"
991,Data Engineer,$94457,"Data Warehousing, SQL, Apache Spark","Little Rock, AR",4,Cobalt Tech,Remote,"[101, 2951, 16283, 6806, 18161, 1010, 29296, 1010, 15895, 12125, 102]","[101, 2951, 3992, 102]"
992,Human Resources Manager,$134383,"Employee Engagement, Compliance, Recruitment","Topeka, KS",2,Diamond Dynamics,Onsite,"[101, 7904, 8147, 1010, 12646, 1010, 15680, 102]","[101, 2529, 4219, 3208, 102]"
993,Senior Graphic Designer,$198356,"Sketch, Animation, Typography, User Interface Design","Greensboro, NC",9,Paramount Tech,Onsite,"[101, 11080, 1010, 7284, 1010, 5939, 6873, 12565, 1010, 5310, 8278, 2640, 102]","[101, 3026, 8425, 5859, 102]"
994,Corporate Lawyer,$80017,"Corporate Finance Law, Compliance, Dispute Resolution, Litigation","Greenville, SC",4,Vortex Dynamics,Hybrid,"[101, 5971, 5446, 2375, 1010, 12646, 1010, 7593, 5813, 1010, 15382, 102]","[101, 5971, 5160, 102]"
995,Senior Data Security Analyst,$105335,"Encryption, Network Security, Firewalls, Security Operations","Olympia, WA",6,Digital Dreams,Hybrid,"[101, 21999, 1010, 2897, 3036, 1010, 2543, 9628, 2015, 1010, 3036, 3136, 102]","[101, 3026, 2951, 3036, 12941, 102]"
